Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,geographic US location
19.0,University of Michigan,"Ann Arbor, MI",Psychiatry,UMich_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
56.0,Olive View/UCLA Medical Center,"Sylmar, CA",Psychiatry,UMich_match_list.csv,Sylmar,CA,,,,,Pacific West
59.0,University of Chicago,"Chicago, IL",Psychiatry,UMich_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
78.0,Providence Sacred Heart Medical Center,"Spokane, WA",Psychiatry,UMich_match_list.csv,Spokane,WA,47.6671,-117.433,458988.0,1287.2,Pacific West
11.0,University of Florida,"Gainesville, FL",Radiation Oncology,UMich_match_list.csv,Gainesville,FL,29.6804,-82.3459,219946.0,866.6,South Atlantic
15.0,Emory University School of Medicine,"Atlanta, GA",Radiation Oncology,UMich_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,South Atlantic
23.0,University of Michigan,"Ann Arbor, MI",Thoracic Surgery,UMich_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
6.0,Johns Hopkins University,"Baltimore, MD",Anesthesiology,Case Western_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,South Atlantic
7.0,University of Michigan,"Ann Arbor, MI",Anesthesiology,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Anesthesiology,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
15.0,NYU Grossman School of Medicine,"New York, NY",Anesthesiology,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
16.0,Cleveland Clinic Foundation,"Cleveland, OH",Anesthesiology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
16.0,Cleveland Clinic Foundation,"Cleveland, OH",Anesthesiology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
23.0,Emory University School of Medicine,"Atlanta, GA",Anesthesiology,Case Western_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,South Atlantic
32.0,Ohio State University Hospital,"Columbus, OH",Anesthesiology,Case Western_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,East North Central
37.0,Baylor College of Medicine,"Houston, TX",Anesthesiology,Case Western_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,West South Central
73.0,Cedars-Sinai Medical Center,"Los Angeles, CA",Anesthesiology,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
44.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Child Neurology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
13.0,Emory University School of Medicine,"Atlanta, GA",Dermatology,Case Western_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,South Atlantic
24.0,Cleveland Clinic Foundation,"Cleveland, OH",Dermatology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
24.0,Cleveland Clinic Foundation,"Cleveland, OH",Dermatology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
42.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Dermatology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
42.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Dermatology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
84.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",Dermatology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
11.0,University of Michigan,"Ann Arbor, MI",Diagnostic Radiology,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
13.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Diagnostic Radiology,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
15.0,Emory University School of Medicine,"Atlanta, GA",Diagnostic Radiology,Case Western_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,South Atlantic
16.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Diagnostic Radiology,Case Western_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
30.0,University of Utah Health,"Salt Lake City, UT",Diagnostic Radiology,Case Western_match_list.csv,Salt Lake City,UT,40.7776,-111.9311,1169033.0,709.9,Mountain West
34.0,Cleveland Clinic Foundation,"Cleveland, OH",Diagnostic Radiology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
60.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Diagnostic Radiology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
103.0,Rutgers Health/New Jersey Medical School,"Newark, NJ",Diagnostic Radiology,Case Western_match_list.csv,Newark,NJ,40.7245,-74.1725,307188.0,4912.5,Middle Atlantic
10.0,Indiana University School of Medicine,"Indianapolis, IN",Emergency Medicine,Case Western_match_list.csv,Indianapolis,IN,39.7771,-86.1458,1740984.0,943.3,East North Central
17.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Emergency Medicine,Case Western_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
56.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Emergency Medicine,Case Western_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,East North Central
68.0,Corewell Health William Beaumont University Hospital (Royal Oak),"Royal Oak, MI",Emergency Medicine,Case Western_match_list.csv,Royal Oak,MI,42.5084,-83.1539,57880.0,1895.1,East North Central
3.0,University of North Carolina Hospitals,"Chapel Hill, NC",Family Medicine,Case Western_match_list.csv,Chapel Hill,NC,35.9271,-79.0391,59889.0,1067.7,South Atlantic
38.0,Mountain Area Health Education Center (Asheville),"Asheville, NC",Family Medicine,Case Western_match_list.csv,Asheville,NC,35.5707,-82.5537,295040.0,801.4,South Atlantic
44.0,Providence Hospital/Alaska Family Medicine,"Anchorage, AK",Family Medicine,Case Western_match_list.csv,Anchorage,AK,61.1508,-149.1091,289069.0,65.4,Pacific West
23.0,Cleveland Clinic Foundation,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
26.0,University of Florida,"Gainesville, FL",General Surgery,Case Western_match_list.csv,Gainesville,FL,29.6804,-82.3459,219946.0,866.6,South Atlantic
34.0,Baylor College of Medicine,"Houston, TX",General Surgery,Case Western_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,West South Central
48.0,Los Angeles County-Harbor-UCLA Medical Center,"Torrance, CA",General Surgery,Case Western_match_list.csv,Torrance,CA,33.8346,-118.3416,143499.0,2700.6,Pacific West
54.0,University of California (San Diego) Medical Center,"La Jolla, CA",General Surgery,Case Western_match_list.csv,La Jolla,CA,,,,,Pacific West
71.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
71.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
71.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
73.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
73.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
73.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",General Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
93.0,MedStar Health/Georgetown-Washington Hospital,"Washington, DC",General Surgery,Case Western_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,South Atlantic
100.0,SUNY Downstate Health Sciences University,"Brooklyn, NY",General Surgery,Case Western_match_list.csv,Brooklyn,NY,40.6501,-73.9496,2736074.0,15200.5,Middle Atlantic
105.0,Virginia Mason Franciscan Health,"Seattle, WA",General Surgery,Case Western_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,Pacific West
109.0,Cleveland Clinic (Florida),"Fort Lauderdale, FL",General Surgery,Case Western_match_list.csv,Fort Lauderdale,FL,26.1412,-80.1464,183032.0,2043.5,South Atlantic
254.0,University of Missouri-Kansas City School of Medicine,"Kansas City, MO",General Surgery,Case Western_match_list.csv,Kansas City,MO,39.1238,-94.5541,1686807.0,623.6,West North Central
267.0,Southwest Healthcare Medical Education Consortium,"Wildomar, CA",General Surgery,Case Western_match_list.csv,Wildomar,CA,33.6173,-117.2582,36953.0,600.9,Pacific West
2.0,Johns Hopkins University,"Baltimore, MD",Internal Medicine,Case Western_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,South Atlantic
3.0,University of California (San Francisco),"San Francisco, CA",Internal Medicine,Case Western_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
3.0,University of California (San Francisco),"San Francisco, CA",Internal Medicine,Case Western_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
7.0,University of Michigan,"Ann Arbor, MI",Internal Medicine,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
7.0,University of Michigan,"Ann Arbor, MI",Internal Medicine,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
9.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
10.0,University of Texas Southwestern Medical Center,"Dallas, TX",Internal Medicine,Case Western_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,West South Central
10.0,University of Texas Southwestern Medical Center,"Dallas, TX",Internal Medicine,Case Western_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,West South Central
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Internal Medicine,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
12.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Internal Medicine,Case Western_match_list.csv,Saint Louis,MO,,,,,West North Central
13.0,University of Washington,"Seattle, WA",Internal Medicine,Case Western_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,Pacific West
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
18.0,Emory University School of Medicine,"Atlanta, GA",Internal Medicine,Case Western_match_list.csv,Atlanta,GA,33.7628,-84.422,5211164.0,1425.3,South Atlantic
19.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Internal Medicine,Case Western_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,Pacific West
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
22.0,Cleveland Clinic Foundation,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
26.0,UPMC Medical Education,"Pittsburgh, PA",Internal Medicine,Case Western_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,Middle Atlantic
26.0,UPMC Medical Education,"Pittsburgh, PA",Internal Medicine,Case Western_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,Middle Atlantic
26.0,UPMC Medical Education,"Pittsburgh, PA",Internal Medicine,Case Western_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,Middle Atlantic
26.0,UPMC Medical Education,"Pittsburgh, PA",Internal Medicine,Case Western_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,Middle Atlantic
30.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Internal Medicine,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
34.0,Ohio State University Hospital,"Columbus, OH",Internal Medicine,Case Western_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,East North Central
38.0,University of California (San Diego) Medical Center,"San Diego, CA",Internal Medicine,Case Western_match_list.csv,San Diego,CA,32.8313,-117.1222,3057778.0,1640.0,Pacific West
40.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
40.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
40.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
41.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Internal Medicine,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
46.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Internal Medicine,Case Western_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
46.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Internal Medicine,Case Western_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
46.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Internal Medicine,Case Western_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
46.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Internal Medicine,Case Western_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,Pacific West
63.0,Montefiore Medical Center/Albert Einstein College of Medicine (Moses and Weiler Campuses),"Bronx, NY",Internal Medicine,Case Western_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,Middle Atlantic
65.0,Johns Hopkins University/Bayview Medical Center,"Baltimore, MD",Internal Medicine,Case Western_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,South Atlantic
108.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",Internal Medicine,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
131.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Internal Medicine,Case Western_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,Middle Atlantic
174.0,Cambridge Health Alliance,"Cambridge, MA",Internal Medicine,Case Western_match_list.csv,Cambridge,MA,42.3759,-71.1185,117794.0,7109.8,New England
213.0,Wright State University,"Dayton, OH",Internal Medicine,Case Western_match_list.csv,Dayton,OH,39.7805,-84.2003,667936.0,946.0,East North Central
,University of Michigan,"Ann Arbor, MI",Medicine/Pediatrics,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
,University of Pennsylvania Health System,"Philadelphia, PA",Medicine/Pediatrics,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
4.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Neurological Surgery,Case Western_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
18.0,Cleveland Clinic Foundation,"Cleveland, OH",Neurological Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
21.0,University of Pennsylvania Health System,"Philadelphia, PA",Neurological Surgery,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
45.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Neurological Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
87.0,University of Illinois College of Medicine at Peoria,"Peoria, IL",Neurological Surgery,Case Western_match_list.csv,Peoria,IL,40.752,-89.6154,262461.0,899.6,East North Central
2.0,Mass General Brigham/Brigham and Women's Hospital/Massachusetts General Hospital/Harvard Medical School,"Boston, MA",Neurology,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
2.0,Mass General Brigham/Brigham and Women's Hospital/Massachusetts General Hospital/Harvard Medical School,"Boston, MA",Neurology,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
7.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Neurology,Case Western_match_list.csv,Saint Louis,MO,,,,,West North Central
8.0,University of Michigan,"Ann Arbor, MI",Neurology,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
10.0,Cleveland Clinic Foundation,"Cleveland, OH",Neurology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
14.0,University of Rochester,"Rochester, NY",Neurology,Case Western_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,Middle Atlantic
23.0,Yale-New Haven Medical Center,"New Haven, CT",Neurology,Case Western_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
23.0,Yale-New Haven Medical Center,"New Haven, CT",Neurology,Case Western_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
23.0,Yale-New Haven Medical Center,"New Haven, CT",Neurology,Case Western_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,New England
33.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Neurology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
33.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Neurology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
53.0,Cedars-Sinai Medical Center,"Los Angeles, CA",Neurology,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
3.0,University of California (San Francisco),"San Francisco, CA",Obstetrics and Gynecology,Case Western_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Obstetrics and Gynecology,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
15.0,Ohio State University/Mt Carmel Hospital,"Columbus, OH",Obstetrics and Gynecology,Case Western_match_list.csv,Columbus,OH,39.9862,-82.9855,1578153.0,1585.7,East North Central
18.0,Cleveland Clinic Foundation,"Cleveland, OH",Obstetrics and Gynecology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
38.0,University of Chicago,"Chicago, IL",Obstetrics and Gynecology,Case Western_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
53.0,Tufts Medical Center,"Boston, MA",Obstetrics and Gynecology,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
81.0,The MetroHealth System/Case Western Reserve University,"Cleveland, OH",Obstetrics and Gynecology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
141.0,Inova Fairfax Medical Campus,"Falls Church, VA",Obstetrics and Gynecology,Case Western_match_list.csv,Falls Church,VA,38.8847,-77.1751,14593.0,2753.3,South Atlantic
142.0,University of Texas at Austin Dell Medical School,"Austin, TX",Obstetrics and Gynecology,Case Western_match_list.csv,Austin,TX,30.3005,-97.7522,1915031.0,1145.0,West South Central
172.0,Sparrow Hospital/Michigan State University,"Lansing, MI",Obstetrics and Gynecology,Case Western_match_list.csv,Lansing,MI,42.7142,-84.5601,318001.0,1108.9,East North Central
1.0,Hospital for Special Surgery/Cornell Medical Center,"New York, NY",Orthopaedic Surgery,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
18.0,Cleveland Clinic Foundation,"Cleveland, OH",Orthopaedic Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
30.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Orthopaedic Surgery,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
37.0,University of California (San Diego) Medical Center,"San Diego, CA",Orthopaedic Surgery,Case Western_match_list.csv,San Diego,CA,32.8313,-117.1222,3057778.0,1640.0,Pacific West
60.0,Montefiore Medical Center/Albert Einstein College of Medicine,"Bronx, NY",Orthopaedic Surgery,Case Western_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,Middle Atlantic
67.0,Summa Health System/NEOMED,"Akron, OH",Orthopaedic Surgery,Case Western_match_list.csv,Akron,OH,41.0798,-81.5219,538659.0,1181.5,East North Central
77.0,Corewell Health East Beaumont (Royal Oak and Taylor),"Royal Oak, MI",Orthopaedic Surgery,Case Western_match_list.csv,Royal Oak,MI,42.5084,-83.1539,57880.0,1895.1,East North Central
77.0,Corewell Health East Beaumont (Royal Oak and Taylor),"Royal Oak, MI",Orthopaedic Surgery,Case Western_match_list.csv,Royal Oak,MI,42.5084,-83.1539,57880.0,1895.1,East North Central
98.0,University of Louisville School of Medicine,"Louisville, KY",Orthopaedic Surgery,Case Western_match_list.csv,Louisville,KY,38.1663,-85.6485,965005.0,920.6,East South Central
167.0,St Mary's Hospital and Medical Center,"San Francisco, CA",Orthopaedic Surgery,Case Western_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,Pacific West
10.0,Mayo Clinic College of Medicine and Science (Rochester),"Rochester, MN",Otolaryngology,Case Western_match_list.csv,Rochester,MN,44.0154,-92.478,123252.0,831.4,West North Central
14.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Otolaryngology,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
37.0,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Cleveland, OH",Otolaryngology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
40.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Otolaryngology,Case Western_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,East North Central
47.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Otolaryngology,Case Western_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
2.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Pathology,Case Western_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,Pacific West
6.0,Cleveland Clinic Foundation,"Cleveland, OH",Pathology,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
8.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Pathology,Case Western_match_list.csv,Saint Louis,MO,,,,,West North Central
14.0,Mass General Brigham,"Boston, MA",Pathology,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,Case Western_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,Middle Atlantic
2.0,Boston Children's Hospital/Boston Medical Center,"Boston, MA",Pediatrics,Case Western_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,New England
11.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Pediatrics,Case Western_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,East North Central
16.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Pediatrics,Case Western_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,Middle Atlantic
18.0,University of Michigan,"Ann Arbor, MI",Pediatrics,Case Western_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Case Western_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,East North Central
27.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Pediatrics,Case Western_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,Pacific West
33.0,UCSF Benioff Children's Hospital Oakland,"Oakland, CA",Pediatrics,Case Western_match_list.csv,Oakland,CA,37.7904,-122.2166,438072.0,3022.3,Pacific West
