Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,Year,School,geographic US location
41.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
41.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
41.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
46.0,Oregon Health & Science University (OHSU Health),"Portland, OR",Internal Medicine,Jefferson Kimmel_match_list.csv,Portland,OR,45.5371,-122.65,2084045.0,1859.0,,Jefferson Kimmel,Pacific West
48.0,Cedars-Sinai Medical Center,"Los Angeles, CA",Internal Medicine,Jefferson Kimmel_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Jefferson Kimmel,Pacific West
49.0,MedStar Health/Georgetown University Hospital,"Washington, DC",Internal Medicine,Jefferson Kimmel_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,,Jefferson Kimmel,South Atlantic
51.0,Tufts Medical Center,"Boston, MA",Internal Medicine,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
56.0,Temple University Hospital,"Philadelphia, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
56.0,Temple University Hospital,"Philadelphia, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
62.0,University of California Davis Health,"Sacramento, CA",Internal Medicine,Jefferson Kimmel_match_list.csv,Sacramento,CA,38.5677,-121.4685,1962998.0,2054.1,,Jefferson Kimmel,Pacific West
67.0,University of Maryland,"Baltimore, MD",Internal Medicine,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
67.0,University of Maryland,"Baltimore, MD",Internal Medicine,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
67.0,University of Maryland,"Baltimore, MD",Internal Medicine,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
75.0,Rutgers Health/Robert Wood Johnson Medical School,"New Brunswick, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,New Brunswick,NJ,40.487,-74.445,55744.0,4113.1,,Jefferson Kimmel,Middle Atlantic
75.0,Rutgers Health/Robert Wood Johnson Medical School,"New Brunswick, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,New Brunswick,NJ,40.487,-74.445,55744.0,4113.1,,Jefferson Kimmel,Middle Atlantic
75.0,Rutgers Health/Robert Wood Johnson Medical School,"New Brunswick, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,New Brunswick,NJ,40.487,-74.445,55744.0,4113.1,,Jefferson Kimmel,Middle Atlantic
90.0,Stony Brook Medicine/University Hospital,"Stony Brook, NY",Internal Medicine,Jefferson Kimmel_match_list.csv,Stony Brook,NY,40.9061,-73.1278,12827.0,850.5,,Jefferson Kimmel,Middle Atlantic
90.0,Stony Brook Medicine/University Hospital,"Stony Brook, NY",Internal Medicine,Jefferson Kimmel_match_list.csv,Stony Brook,NY,40.9061,-73.1278,12827.0,850.5,,Jefferson Kimmel,Middle Atlantic
93.0,Medical College of Wisconsin Affiliated Hospitals,"Milwaukee, WI",Internal Medicine,Jefferson Kimmel_match_list.csv,Milwaukee,WI,43.0642,-87.9675,1290221.0,2287.4,,Jefferson Kimmel,East North Central
93.0,Medical College of Wisconsin Affiliated Hospitals,"Milwaukee, WI",Internal Medicine,Jefferson Kimmel_match_list.csv,Milwaukee,WI,43.0642,-87.9675,1290221.0,2287.4,,Jefferson Kimmel,East North Central
97.0,Rutgers Health/New Jersey Medical School,"Newark, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,Newark,NJ,40.7245,-74.1725,307188.0,4912.5,,Jefferson Kimmel,Middle Atlantic
98.0,Penn State Milton S Hershey Medical Center,"Hershey, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Jefferson Kimmel,Middle Atlantic
114.0,University of Vermont Medical Center,"Burlington, VT",Internal Medicine,Jefferson Kimmel_match_list.csv,Burlington,VT,44.4876,-73.2316,118409.0,1673.2,,Jefferson Kimmel,New England
131.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,,Jefferson Kimmel,Middle Atlantic
131.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,,Jefferson Kimmel,Middle Atlantic
168.0,Main Line Health System/Lankenau Medical Center,"Wynnewood, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Wynnewood,PA,40.0029,-75.2707,2899.0,1885.5,,Jefferson Kimmel,Middle Atlantic
168.0,Main Line Health System/Lankenau Medical Center,"Wynnewood, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Wynnewood,PA,40.0029,-75.2707,2899.0,1885.5,,Jefferson Kimmel,Middle Atlantic
168.0,Main Line Health System/Lankenau Medical Center,"Wynnewood, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Wynnewood,PA,40.0029,-75.2707,2899.0,1885.5,,Jefferson Kimmel,Middle Atlantic
168.0,Main Line Health System/Lankenau Medical Center,"Wynnewood, PA",Internal Medicine,Jefferson Kimmel_match_list.csv,Wynnewood,PA,40.0029,-75.2707,2899.0,1885.5,,Jefferson Kimmel,Middle Atlantic
273.0,Sidney Kimmel Medical College at Thomas Jefferson University/Christiana Care Health Services,"Newark, DE",Internal Medicine,Jefferson Kimmel_match_list.csv,Newark,DE,39.6776,-75.7576,30309.0,1235.2,,Jefferson Kimmel,South Atlantic
494.0,HCA Healthcare/Mercer University School of Medicine/Trident Medical Center,"Charleston, SC",Internal Medicine,Jefferson Kimmel_match_list.csv,Charleston,SC,32.8168,-79.9687,726389.0,510.1,,Jefferson Kimmel,South Atlantic
500.0,HCA Healthcare LewisGale Hospital-Montgomery/VCOM,"Blacksburg, VA",Internal Medicine,Jefferson Kimmel_match_list.csv,Blacksburg,VA,37.23,-80.4279,71014.0,883.3,,Jefferson Kimmel,South Atlantic
578.0,Virtua,"Voorhees, NJ",Internal Medicine,Jefferson Kimmel_match_list.csv,Voorhees,NJ,,,,,,Jefferson Kimmel,Middle Atlantic
,Christiana Care-DE,"Newark, DE",,Jefferson Kimmel_match_list.csv,Newark,DE,39.6776,-75.7576,30309.0,1235.2,,Jefferson Kimmel,South Atlantic
,Christiana Care-DE,"Newark, DE",,Jefferson Kimmel_match_list.csv,Newark,DE,39.6776,-75.7576,30309.0,1235.2,,Jefferson Kimmel,South Atlantic
17.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Interventional Radiology,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
17.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Interventional Radiology,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
,Sidney Kimmel Medical College at Thomas Jefferson University/Christiana Care Health Services,"Newark, DE",Medicine/Pediatrics,Jefferson Kimmel_match_list.csv,Newark,DE,39.6776,-75.7576,30309.0,1235.2,,Jefferson Kimmel,South Atlantic
33.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Neurological Surgery,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
37.0,Icahn School of Medicine at Mount Sinai,"New York, NY",Neurological Surgery,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
46.0,University at Buffalo,"Buffalo, NY",Neurological Surgery,Jefferson Kimmel_match_list.csv,Buffalo,NY,42.9018,-78.8487,949547.0,2642.9,,Jefferson Kimmel,Middle Atlantic
80.0,Montefiore Medical Center/Albert Einstein College of Medicine,"Bronx, NY",Neurological Surgery,Jefferson Kimmel_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,,Jefferson Kimmel,Middle Atlantic
5.0,University of Pennsylvania Health System,"Philadelphia, PA",Neurology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
11.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Neurology,Jefferson Kimmel_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,,Jefferson Kimmel,Pacific West
14.0,University of Rochester,"Rochester, NY",Neurology,Jefferson Kimmel_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,,Jefferson Kimmel,Middle Atlantic
24.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Neurology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
24.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Neurology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
24.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Neurology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
30.0,Montefiore Medical Center/Albert Einstein College of Medicine,"Bronx, NY",Neurology,Jefferson Kimmel_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,,Jefferson Kimmel,Middle Atlantic
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
17.0,Icahn School of Medicine at Mount Sinai/Mount Sinai Hospital,"New York, NY",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
19.0,Women and Infants Hospital of Rhode Island/Brown University,"Providence, RI",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Providence,RI,41.823,-71.4187,1270529.0,3990.1,,Jefferson Kimmel,New England
25.0,Baylor College of Medicine,"Houston, TX",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Houston,TX,29.786,-95.3885,6046392.0,1386.5,,Jefferson Kimmel,West South Central
40.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
41.0,Beth Israel Deaconess Medical Center,"Boston, MA",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
104.0,University of Rochester,"Rochester, NY",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,,Jefferson Kimmel,Middle Atlantic
114.0,Temple University Hospital,"Philadelphia, PA",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
235.0,Main Line Health System/Lankenau Medical Center,"Wynnewood, PA",Obstetrics and Gynecology,Jefferson Kimmel_match_list.csv,Wynnewood,PA,40.0029,-75.2707,2899.0,1885.5,,Jefferson Kimmel,Middle Atlantic
19.0,Columbia Harkness Eye Institute,"New York, NY",Ophthalmology,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
41.0,Yale-New Haven Hosp,"New Haven, CT",Ophthalmology,Jefferson Kimmel_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,,Jefferson Kimmel,New England
2.0,Wills Eye Hospital at Jefferson Health,"Philadelphia, PA",Ophthalmology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
88.0,Penn State Hershey Med Ctr,"Hershey, PA",Ophthalmology,Jefferson Kimmel_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Jefferson Kimmel,Middle Atlantic
22.0,Sinai Hospital of Baltimore,"Baltimore, MD",Ophthalmology,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
85.0,Tulane Univ SOM,"New Orleans, LA",Ophthalmology,Jefferson Kimmel_match_list.csv,New Orleans,LA,30.0687,-89.9288,918752.0,856.6,,Jefferson Kimmel,West South Central
5.0,Harvard Medical School Program/Massachusetts Eye and Ear,"Boston, MA",Ophthalmology,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
30.0,UPMC Medical Education,"Pittsburgh, PA",Ophthalmology,Jefferson Kimmel_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,,Jefferson Kimmel,Middle Atlantic
18.0,U Texas Southwestern Med Sch,"Dallas, TX",Ophthalmology,Jefferson Kimmel_match_list.csv,Dallas,TX,32.7935,-96.7667,5843632.0,1477.2,,Jefferson Kimmel,West South Central
2.0,Wills Eye Hospital at Jefferson Health,"Philadelphia, PA",Ophthalmology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
2.0,Wills Eye Hospital at Jefferson Health,"Philadelphia, PA",Ophthalmology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
4.0,NYU Grossman School of Medicine/NYU Langone Orthopedic Hospital,"New York, NY",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
6.0,Rush University Medical Center,"Chicago, IL",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Jefferson Kimmel,East North Central
15.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
15.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
19.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
32.0,Brown University,"Providence, RI",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Providence,RI,41.823,-71.4187,1270529.0,3990.1,,Jefferson Kimmel,New England
34.0,University of Virginia Medical Center,"Charlottesville, VA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Charlottesville,VA,38.0375,-78.4855,102802.0,1728.4,,Jefferson Kimmel,South Atlantic
51.0,Tufts Medical Center,"Boston, MA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
52.0,Wake Forest University Baptist Medical Center,"Winston Salem, NC",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Winston Salem,NC,,,,,,Jefferson Kimmel,South Atlantic
54.0,University of Rochester,"Rochester, NY",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,,Jefferson Kimmel,Middle Atlantic
61.0,Rutgers Health/New Jersey Medical School,"Newark, NJ",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Newark,NJ,40.7245,-74.1725,307188.0,4912.5,,Jefferson Kimmel,Middle Atlantic
93.0,Penn State Milton S Hershey Medical Center,"Hershey, PA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Jefferson Kimmel,Middle Atlantic
145.0,Albert Einstein Healthcare Network,"Philadelphia, PA",Orthopaedic Surgery,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
9.0,University of Pennsylvania Health System,"Philadelphia, PA",Otolaryngology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
11.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Otolaryngology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
11.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Otolaryngology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
24.0,University of Kansas School of Medicine,"Kansas City, KS",Otolaryngology,Jefferson Kimmel_match_list.csv,Kansas City,KS,39.1235,-94.7443,154776.0,479.1,,Jefferson Kimmel,West North Central
30.0,Boston University Medical Center,"Boston, MA",Otolaryngology,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
47.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Otolaryngology,Jefferson Kimmel_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Jefferson Kimmel,East North Central
59.0,University of California (San Diego) Medical Center,"La Jolla, CA",Pathology,Jefferson Kimmel_match_list.csv,La Jolla,CA,,,,,,Jefferson Kimmel,Pacific West
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
3.0,Cincinnati Children's Hospital Medical Center,"Cincinnati, OH",Pediatrics,Jefferson Kimmel_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,,Jefferson Kimmel,East North Central
6.0,University of Colorado,"Aurora, CO",Pediatrics,Jefferson Kimmel_match_list.csv,Aurora,CO,39.7083,-104.7237,390201.0,924.2,,Jefferson Kimmel,Mountain West
11.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Pediatrics,Jefferson Kimmel_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,,Jefferson Kimmel,East North Central
13.0,Johns Hopkins University,"Baltimore, MD",Pediatrics,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
16.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Pediatrics,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
23.0,Case Western Reserve Univ/Univ Hosps Cleveland Med Ctr/Rainbow Babies and Childrens Hospital,"Cleveland, OH",Pediatrics,Jefferson Kimmel_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,,Jefferson Kimmel,East North Central
52.0,NYU Grossman School of Medicine,"New York, NY",Pediatrics,Jefferson Kimmel_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,,Jefferson Kimmel,Middle Atlantic
73.0,Penn State Milton S Hershey Medical Center,"Hershey, PA",Pediatrics,Jefferson Kimmel_match_list.csv,Hershey,PA,40.2806,-76.6458,14334.0,387.1,,Jefferson Kimmel,Middle Atlantic
83.0,Stony Brook Medicine/Stony Brook Children's Hospital,"Stony Brook, NY",Pediatrics,Jefferson Kimmel_match_list.csv,Stony Brook,NY,40.9061,-73.1278,12827.0,850.5,,Jefferson Kimmel,Middle Atlantic
83.0,Stony Brook Medicine/Stony Brook Children's Hospital,"Stony Brook, NY",Pediatrics,Jefferson Kimmel_match_list.csv,Stony Brook,NY,40.9061,-73.1278,12827.0,850.5,,Jefferson Kimmel,Middle Atlantic
86.0,Rutgers Health/Robert Wood Johnson Medical School,"New Brunswick, NJ",Pediatrics,Jefferson Kimmel_match_list.csv,New Brunswick,NJ,40.487,-74.445,55744.0,4113.1,,Jefferson Kimmel,Middle Atlantic
,Sidney Kimmel Medical College at Thomas Jefferson University/Nemours Children's Health,"Wilmington, DE",Pediatrics,Jefferson Kimmel_match_list.csv,Wilmington,DE,39.7415,-75.5416,71124.0,2520.5,,Jefferson Kimmel,South Atlantic
,Sidney Kimmel Medical College at Thomas Jefferson University/Nemours Children's Health,"Wilmington, DE",Pediatrics,Jefferson Kimmel_match_list.csv,Wilmington,DE,39.7415,-75.5416,71124.0,2520.5,,Jefferson Kimmel,South Atlantic
,Sidney Kimmel Medical College at Thomas Jefferson University/Nemours Children's Health,"Wilmington, DE",Pediatrics,Jefferson Kimmel_match_list.csv,Wilmington,DE,39.7415,-75.5416,71124.0,2520.5,,Jefferson Kimmel,South Atlantic
,Sidney Kimmel Medical College at Thomas Jefferson University/Nemours Children's Health,"Wilmington, DE",Pediatrics,Jefferson Kimmel_match_list.csv,Wilmington,DE,39.7415,-75.5416,71124.0,2520.5,,Jefferson Kimmel,South Atlantic
40.0,University of Virginia Medical Center,"Charlottesville, VA",Plastic Surgery,Jefferson Kimmel_match_list.csv,Charlottesville,VA,38.0375,-78.4855,102802.0,1728.4,,Jefferson Kimmel,South Atlantic
25.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",PM&R,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Psychiatry,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Psychiatry,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
20.0,University of North Carolina Hospitals,"Chapel Hill, NC",Psychiatry,Jefferson Kimmel_match_list.csv,Chapel Hill,NC,35.9271,-79.0391,59889.0,1067.7,,Jefferson Kimmel,South Atlantic
23.0,University of Maryland/Sheppard Pratt,"Baltimore, MD",Psychiatry,Jefferson Kimmel_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,,Jefferson Kimmel,South Atlantic
29.0,Montefiore Medical Center/Albert Einstein College of Medicine,"Bronx, NY",Psychiatry,Jefferson Kimmel_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,,Jefferson Kimmel,Middle Atlantic
41.0,University of Vermont Medical Center,"Burlington, VT",Psychiatry,Jefferson Kimmel_match_list.csv,Burlington,VT,44.4876,-73.2316,118409.0,1673.2,,Jefferson Kimmel,New England
66.0,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH,"Philadelphia, PA",Psychiatry,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
69.0,Temple University Hospital,"Philadelphia, PA",Psychiatry,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
149.0,St Luke's Hospital â Anderson Campus,"Easton, PA",Psychiatry,Jefferson Kimmel_match_list.csv,Easton,PA,40.6858,-75.2209,29079.0,2633.5,,Jefferson Kimmel,Middle Atlantic
150.0,Cooper Medical School of Rowan University/Cooper University Hospital,"Camden, NJ",Psychiatry,Jefferson Kimmel_match_list.csv,Camden,NJ,39.9361,-75.1073,71471.0,3094.1,,Jefferson Kimmel,Middle Atlantic
264.0,Piedmont Macon Medical Center,"Macon, GA",Psychiatry,Jefferson Kimmel_match_list.csv,Macon,GA,32.8065,-83.6974,156543.0,242.4,,Jefferson Kimmel,South Atlantic
,HCA Healthcare East FL Division GME,"Aventura, FL",,Jefferson Kimmel_match_list.csv,Aventura,FL,25.9566,-80.1371,39372.0,5740.4,,Jefferson Kimmel,South Atlantic
,HCA Healthcare/TriStar Nashville-TN,"Nashville, TN",,Jefferson Kimmel_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,,Jefferson Kimmel,East South Central
,Albert Einstein Medical Center,"Philadelphia, PA",Urology,Jefferson Kimmel_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,,Jefferson Kimmel,Middle Atlantic
,Boston University Medical Center,"Boston, MA",Urology,Jefferson Kimmel_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,,Jefferson Kimmel,New England
75.0,Yale-New Haven Medical Center,"New Haven, CT",Vascular Surgery,Jefferson Kimmel_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,,Jefferson Kimmel,New England
10.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Anesthesiology,WashU_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,WashU,Middle Atlantic
10.0,New York Presbyterian Hospital (Columbia Campus),"New York, NY",Anesthesiology,WashU_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,WashU,Middle Atlantic
17.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Anesthesiology,WashU_match_list.csv,Saint Louis,MO,,,,,2024.0,WashU,West North Central
17.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Anesthesiology,WashU_match_list.csv,Saint Louis,MO,,,,,2024.0,WashU,West North Central
30.0,University of Chicago,"Chicago, IL",Anesthesiology,WashU_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,WashU,East North Central
